QueryID,BestEvalue,FASTA_Header,UniProt_ID,DrugBank_IDs
drugbank_target|P48443,2.28e-62,drugbank_target|P48443 Retinoic acid receptor RXR-gamma (DB00162; DB00210; DB00307; DB00412; DB00459; DB00523; DB00755; DB01393; DB03756),P48443,DB00162;DB00210;DB00307;DB00412;DB00459;DB00523;DB00755;DB01393;DB03756
drugbank_target|P48448,2.61e-111,drugbank_target|P48448 Aldehyde dehydrogenase family 3 member B2 (DB00157; DB09116),P48448,DB00157;DB09116
drugbank_target|P48506,0,drugbank_target|P48506 Glutamate--cysteine ligase catalytic subunit (DB00142; DB00151),P48506,DB00142;DB00151
drugbank_target|P48507,1.85e-18,drugbank_target|P48507 Glutamate--cysteine ligase regulatory subunit (DB00142; DB00151),P48507,DB00142;DB00151
drugbank_target|P48544,8.48e-61,drugbank_target|P48544 G protein-activated inward rectifier potassium channel 4 (DB00898),P48544,DB00898
drugbank_target|P48547,1.9e-103,drugbank_target|P48547 Voltage-gated potassium channel KCNC1 (DB00228; DB01069; DB01110),P48547,DB00228;DB01069;DB01110;DB06637
drugbank_target|P48549,8.46e-54,drugbank_target|P48549 G protein-activated inward rectifier potassium channel 1 (DB00289; DB00898; DB01159; DB04855),P48549,DB00289;DB00898;DB01159;DB04855
drugbank_target|P48637,2.52e-106,drugbank_target|P48637 Glutathione synthetase (DB00143; DB00145; DB00151; DB06151; DB09130),P48637,DB00143;DB00145;DB00151;DB06151;DB09130
drugbank_target|P48664,2.39e-134,drugbank_target|P48664 Excitatory amino acid transporter 4 (DB00142),P48664,DB00142
drugbank_target|P48723,5.95e-131,drugbank_target|P48723 Heat shock 70 kDa protein 13 (DB09130),P48723,DB09130
drugbank_target|P48728,2.48e-136,"drugbank_target|P48728 Aminomethyltransferase, mitochondrial (DB00157)",P48728,DB00157
drugbank_target|P48729,2.96e-153,drugbank_target|P48729 Casein kinase I isoform alpha (DB12010),P48729,DB12010
drugbank_target|P48735,0,"drugbank_target|P48735 Isocitrate dehydrogenase [NADP], mitochondrial (DB13874; DB17097)",P48735,DB13874;DB17097
drugbank_target|P48736,1.05e-104,"drugbank_target|P48736 Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (DB11952; DB12010; DB12483; DB15275)",P48736,DB11952;DB12010;DB12483;DB15275
drugbank_target|P49019,9.06e-11,drugbank_target|P49019 Hydroxycarboxylic acid receptor 3 (DB00627; DB08949),P49019,DB00627;DB08949
drugbank_target|P49146,8.29e-45,drugbank_target|P49146 Neuropeptide Y receptor type 2 (DB00847),P49146,DB00847
drugbank_target|P49189,9.67e-100,drugbank_target|P49189 4-trimethylaminobutyraldehyde dehydrogenase (DB00157),P49189,DB00157
drugbank_target|P49281,0,drugbank_target|P49281 Natural resistance-associated macrophage protein 2 (DB15598),P49281,DB15598
drugbank_target|P49327,0,drugbank_target|P49327 Fatty acid synthase (DB01083),P49327,DB01083
drugbank_target|P49354,1.3e-77,drugbank_target|P49354 Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (DB06448),P49354,DB06448
drugbank_target|P49356,3.25e-97,drugbank_target|P49356 Protein farnesyltransferase subunit beta (DB06448),P49356,DB06448
drugbank_target|P49368,0,drugbank_target|P49368 T-complex protein 1 subunit gamma (DB11638),P49368,DB11638
drugbank_target|P49411,3.25e-158,"drugbank_target|P49411 Elongation factor Tu, mitochondrial (DB01593; DB14487; DB14533; DB14548)",P49411,DB01593;DB14487;DB14533;DB14548
drugbank_target|P49419,5.03e-178,drugbank_target|P49419 Alpha-aminoadipic semialdehyde dehydrogenase (DB00157; DB11638),P49419,DB00157;DB11638
drugbank_target|P49448,3.04e-98,"drugbank_target|P49448 Glutamate dehydrogenase 2, mitochondrial (DB00142; DB00157)",P49448,DB00142;DB00157
drugbank_target|P49585,1.3e-94,drugbank_target|P49585 Choline-phosphate cytidylyltransferase A (DB00122; DB14006),P49585,DB00122;DB14006
drugbank_target|P49589,0,"drugbank_target|P49589 Cysteine--tRNA ligase, cytoplasmic (DB00151)",P49589,DB00151
drugbank_target|P49619,0,drugbank_target|P49619 Diacylglycerol kinase gamma (DB14001),P49619,DB14001
drugbank_target|P49642,7.02e-110,drugbank_target|P49642 DNA primase small subunit (DB01280),P49642,DB01280
drugbank_target|P49721,1.18e-22,drugbank_target|P49721 Proteasome subunit beta type-2 (DB08889),P49721,DB08889
drugbank_target|P49759,2.79e-80,drugbank_target|P49759 Dual specificity protein kinase CLK1 (DB12010),P49759,DB12010
drugbank_target|P49760,1.28e-91,drugbank_target|P49760 Dual specificity protein kinase CLK2 (DB12010),P49760,DB12010
drugbank_target|P49761,3.45e-79,drugbank_target|P49761 Dual specificity protein kinase CLK3 (DB12010),P49761,DB12010
drugbank_target|P49768,1e-114,drugbank_target|P49768 Presenilin-1 (DB12005),P49768,DB12005
drugbank_target|P49773,7.62e-36,drugbank_target|P49773 Adenosine 5'-monophosphoramidase HINT1 (DB00131),P49773,DB00131
drugbank_target|P49810,5.06e-107,drugbank_target|P49810 Presenilin-2 (DB12005),P49810,DB12005
drugbank_target|P49821,0,"drugbank_target|P49821 NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (DB00157)",P49821,DB00157
drugbank_target|P49840,0,drugbank_target|P49840 Glycogen synthase kinase-3 alpha (DB00313; DB12010),P49840,DB00313;DB12010
drugbank_target|P49841,0,drugbank_target|P49841 Glycogen synthase kinase-3 beta (DB12010; DB14507; DB14509),P49841,DB12010;DB14507;DB14509
drugbank_target|P49915,0,drugbank_target|P49915 GMP synthase [glutamine-hydrolyzing] (DB00142),P49915,DB00142
drugbank_target|P49916,1.73e-89,drugbank_target|P49916 DNA ligase 3 (DB00290),P49916,DB00290
drugbank_target|P50213,5.31e-176,"drugbank_target|P50213 Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (DB00157; DB06757; DB09092; DB09130; DB13874; DB17097)",P50213,DB00157;DB06757;DB09092;DB09130;DB13874;DB17097
drugbank_target|P50250,7.35e-155,drugbank_target|P50250 Adenosylhomocysteinase (DB11638),P50250,DB11638
drugbank_target|P50406,6.7e-27,drugbank_target|P50406 5-hydroxytryptamine receptor 6 (DB00715; DB01049; DB01239; DB11273; DB12141; DB13345),P50406,DB00246;DB00321;DB00334;DB00363;DB00408;DB00458;DB00477;DB00502;DB00543;DB00715;DB00924;DB01049;DB01142;DB01224;DB01238;DB01239;DB04946;DB06144;DB06148;DB06216;DB09225;DB11273;DB12141;DB13345;DB14185
drugbank_target|P50416,0,"drugbank_target|P50416 Carnitine O-palmitoyltransferase 1, liver isoform (DB00583; DB01016; DB01074)",P50416,DB00583;DB01016;DB01074
drugbank_target|P50579,0,drugbank_target|P50579 Methionine aminopeptidase 2 (DB00134; DB02893; DB11145),P50579,DB00134;DB02893;DB11145
drugbank_target|P50613,1.58e-146,drugbank_target|P50613 Cyclin-dependent kinase 7 (DB15442),P50613,DB15442
drugbank_target|P50740,7.92e-08,drugbank_target|P50740 Isopentenyl-diphosphate delta-isomerase (DB03247),P50740,DB03247
drugbank_target|P50747,3.86e-50,drugbank_target|P50747 Biotin--protein ligase (DB00121),P50747,DB00121
drugbank_target|P50750,5.72e-150,drugbank_target|P50750 Cyclin-dependent kinase 9 (DB15442),P50750,DB15442
drugbank_target|P50859,4.25e-17,drugbank_target|P50859 Lanosterol 14-alpha demethylase (DB01026; DB06636; DB06820; DB09040; DB11633),P50859,DB01026;DB06636;DB06820;DB09040;DB11633
drugbank_target|P50897,4.31e-80,drugbank_target|P50897 Palmitoyl-protein thioesterase 1 (DB03796),P50897,DB03796
drugbank_target|P50914,8.72e-40,drugbank_target|P50914 Large ribosomal subunit protein eL14 (DB11638),P50914,DB11638
drugbank_target|P50993,0,drugbank_target|P50993 Sodium/potassium-transporting ATPase subunit alpha-2 (DB09020),P50993,DB00390;DB01092;DB01396;DB09020
drugbank_target|P51151,1.82e-69,drugbank_target|P51151 Ras-related protein Rab-9A (DB03793),P51151,DB03793
drugbank_target|P51160,4.18e-70,"drugbank_target|P51160 Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' (DB00201)",P51160,DB00201
drugbank_target|P51161,4.05e-08,drugbank_target|P51161 Gastrotropin (DB02659; DB04348),P51161,DB02659;DB04348
drugbank_target|P51164,7.79e-10,drugbank_target|P51164 Potassium-transporting ATPase subunit beta (DB11739),P51164,DB00213;DB00338;DB00736;DB05351;DB11739
drugbank_target|P51168,2.14e-39,drugbank_target|P51168 Amiloride-sensitive sodium channel subunit beta (DB00384; DB00594),P51168,DB00384;DB00594
drugbank_target|P51170,4.9e-42,drugbank_target|P51170 Amiloride-sensitive sodium channel subunit gamma (DB00384; DB00594),P51170,DB00384;DB00594
drugbank_target|P51172,4.73e-40,drugbank_target|P51172 Amiloride-sensitive sodium channel subunit delta (DB00384; DB00594),P51172,DB00384;DB00594
drugbank_target|P51451,8.91e-95,drugbank_target|P51451 Tyrosine-protein kinase Blk (DB12010; DB15035),P51451,DB12010;DB15035
drugbank_target|P51553,2.72e-140,"drugbank_target|P51553 Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (DB00157; DB06757; DB13874; DB17097)",P51553,DB00157;DB06757;DB13874;DB17097
drugbank_target|P51617,7.27e-48,drugbank_target|P51617 Interleukin-1 receptor-associated kinase 1 (DB12010),P51617,DB12010
drugbank_target|P51648,3.17e-155,drugbank_target|P51648 Aldehyde dehydrogenase family 3 member A2 (DB00157; DB00822; DB14174),P51648,DB00157;DB00822;DB14174
drugbank_target|P51649,1.39e-108,"drugbank_target|P51649 Succinate-semialdehyde dehydrogenase, mitochondrial (DB00139; DB00157; DB00313; DB00534)",P51649,DB00139;DB00157;DB00313;DB00534
drugbank_target|P51659,5.02e-118,drugbank_target|P51659 Peroxisomal multifunctional enzyme type 2 (DB00157),P51659,DB00157
drugbank_target|P51681,6.73e-20,drugbank_target|P51681 C-C chemokine receptor type 5 (DB04835; DB12698),P51681,DB04835;DB12698
drugbank_target|P51692,2.41e-35,drugbank_target|P51692 Signal transducer and activator of transcription 5B (DB01254),P51692,DB01254
drugbank_target|P51693,5.18e-20,drugbank_target|P51693 Amyloid beta precursor like protein 1 (DB01593; DB09130; DB14487; DB14533; DB14548),P51693,DB01593;DB09130;DB14487;DB14533;DB14548
drugbank_target|P51787,2.08e-133,drugbank_target|P51787 Potassium voltage-gated channel subfamily KQT member 1 (DB00228; DB01069; DB01110),P51787,DB00228;DB00808;DB01069;DB01110;DB01244;DB04855;DB06815;DB11633
drugbank_target|P51788,1.05e-154,drugbank_target|P51788 Chloride channel protein 2 (DB01046),P51788,DB01046
drugbank_target|P51812,7.59e-133,drugbank_target|P51812 Ribosomal protein S6 kinase alpha-3 (DB00945; DB12010),P51812,DB00945;DB12010
drugbank_target|P51813,2.37e-89,drugbank_target|P51813 Cytoplasmic tyrosine-protein kinase BMX (DB12010; DB14924; DB15035),P51813,DB12010;DB14924;DB15035
drugbank_target|P51857,4.39e-75,drugbank_target|P51857 Aldo-keto reductase family 1 member D1 (DB00548; DB01216),P51857,DB00548;DB01216
drugbank_target|P51858,2.05e-13,drugbank_target|P51858 Hepatoma-derived growth factor (DB09130),P51858,DB09130
drugbank_target|P51884,4.57e-14,drugbank_target|P51884 Lumican (DB09130),P51884,DB09130
drugbank_target|P51955,1.24e-50,drugbank_target|P51955 Serine/threonine-protein kinase Nek2 (DB12010),P51955,DB12010
drugbank_target|P51956,8.6e-55,drugbank_target|P51956 Serine/threonine-protein kinase Nek3 (DB12010),P51956,DB12010
drugbank_target|P51957,5.86e-61,drugbank_target|P51957 Serine/threonine-protein kinase Nek4 (DB12010),P51957,DB12010
drugbank_target|P51970,1.36e-09,drugbank_target|P51970 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (DB00157),P51970,DB00157
drugbank_target|P52209,6.5e-142,"drugbank_target|P52209 6-phosphogluconate dehydrogenase, decarboxylating (DB00789; DB00851; DB00920)",P52209,DB00789;DB00851;DB00920
drugbank_target|P52333,4e-40,drugbank_target|P52333 Tyrosine-protein kinase JAK3 (DB08877; DB08895; DB11697; DB11763; DB11817; DB12010; DB14924; DB14973; DB15035),P52333,DB08877;DB08895;DB11697;DB11763;DB11817;DB12010;DB14924;DB14973;DB15035
drugbank_target|P52429,9.46e-110,drugbank_target|P52429 Diacylglycerol kinase epsilon (DB14001),P52429,DB14001
drugbank_target|P52564,1.57e-115,drugbank_target|P52564 Dual specificity mitogen-activated protein kinase kinase 6 (DB12010),P52564,DB12010
drugbank_target|P52569,2.63e-123,drugbank_target|P52569 Cationic amino acid transporter 2 (DB00123; DB00129),P52569,DB00123;DB00129
drugbank_target|P52824,0,drugbank_target|P52824 Diacylglycerol kinase theta (DB14001),P52824,DB14001
drugbank_target|P52895,3.84e-76,drugbank_target|P52895 Aldo-keto reductase family 1 member C2 (DB00157; DB01586; DB06777),P52895,DB00157;DB01586;DB06777
drugbank_target|P53350,2.01e-128,drugbank_target|P53350 Serine/threonine-protein kinase PLK1 (DB12010),P53350,DB12010
drugbank_target|P53355,2.64e-96,drugbank_target|P53355 Death-associated protein kinase 1 (DB12010),P53355,DB12010
drugbank_target|P53396,0,drugbank_target|P53396 ATP-citrate synthase (DB11936),P53396,DB11936
drugbank_target|P53608,3.88e-28,drugbank_target|P53608 Arginase (DB00536),P53608,DB00536
drugbank_target|P53667,3.15e-37,drugbank_target|P53667 LIM domain kinase 1 (DB08912; DB11718; DB12010),P53667,DB08912;DB11718;DB12010
drugbank_target|P53671,5.62e-35,drugbank_target|P53671 LIM domain kinase 2 (DB11718; DB12010),P53671,DB11718;DB12010
drugbank_target|P53778,2.03e-109,drugbank_target|P53778 Mitogen-activated protein kinase 12 (DB01017),P53778,DB01017
drugbank_target|P53779,2.18e-117,drugbank_target|P53779 Mitogen-activated protein kinase 10 (DB01017),P53779,DB01017;DB11718;DB12010
drugbank_target|P53805,4.91e-34,drugbank_target|P53805 Calcipressin-1 (DB00975),P53805,DB00975
drugbank_target|P53985,6.43e-30,drugbank_target|P53985 Monocarboxylate transporter 1 (DB00119),P53985,DB00119
drugbank_target|P54098,2.4e-53,drugbank_target|P54098 DNA polymerase subunit gamma-1 (DB12151),P54098,DB12151
drugbank_target|P54219,2.89e-89,drugbank_target|P54219 Chromaffin granule amine transporter (DB00206; DB00368; DB01577),P54219,DB00206;DB00368;DB01577
drugbank_target|P54284,3.83e-127,drugbank_target|P54284 Voltage-dependent L-type calcium channel subunit beta-3 (DB00243; DB00273; DB01110; DB01118; DB06712; DB13961),P54284,DB00153;DB00228;DB00243;DB00252;DB00273;DB00393;DB00421;DB00622;DB00653;DB00661;DB00825;DB01054;DB01110;DB01118;DB04855;DB06712;DB06751;DB09089;DB09236;DB09238;DB11148;DB13746;DB13961
drugbank_target|P54289,8.38e-50,drugbank_target|P54289 Voltage-dependent calcium channel subunit alpha-2/delta-1 (DB00153; DB00228; DB00622; DB00661; DB11148; DB13746),P54289,DB00153;DB00228;DB00230;DB00270;DB00308;DB00343;DB00381;DB00401;DB00528;DB00622;DB00661;DB00996;DB01023;DB01054;DB04838;DB06712;DB08872;DB11148;DB13746
drugbank_target|P54619,1.92e-111,drugbank_target|P54619 5'-AMP-activated protein kinase subunit gamma-1 (DB00914),P54619,DB00131;DB00914;DB00945;DB12010
drugbank_target|P54646,6.51e-140,drugbank_target|P54646 5'-AMP-activated protein kinase catalytic subunit alpha-2 (DB00131; DB00945; DB12010),P54646,DB00131;DB00945;DB12010
drugbank_target|P54687,9.44e-146,"drugbank_target|P54687 Branched-chain-amino-acid aminotransferase, cytosolic (DB00114; DB00142; DB00161)",P54687,DB00114;DB00142;DB00161
drugbank_target|P54709,1.36e-10,drugbank_target|P54709 Sodium/potassium-transporting ATPase subunit beta-3 (DB09020),P54709,DB00390;DB01396;DB09020
drugbank_target|P54750,5.58e-147,"drugbank_target|P54750 Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A (DB00201)",P54750,DB00201;DB00622;DB01023;DB01244
drugbank_target|P54756,3.62e-124,drugbank_target|P54756 Ephrin type-A receptor 5 (DB01254; DB12010),P54756,DB01254;DB12010
drugbank_target|P54760,5.67e-122,drugbank_target|P54760 Ephrin type-B receptor 4 (DB01254; DB12010),P54760,DB01254;DB12010
drugbank_target|P54762,1.11e-131,drugbank_target|P54762 Ephrin type-B receptor 1 (DB09093; DB12010),P54762,DB09093;DB12010
drugbank_target|P54764,2.08e-133,drugbank_target|P54764 Ephrin type-A receptor 4 (DB12010),P54764,DB12010
drugbank_target|P54886,8.12e-149,drugbank_target|P54886 Delta-1-pyrroline-5-carboxylate synthase (DB00142),P54886,DB00142
drugbank_target|P55011,4.5e-153,drugbank_target|P55011 Solute carrier family 12 member 2 (DB00214; DB00761; DB00887; DB01325),P55011,DB00214;DB00761;DB00887;DB01325
drugbank_target|P55017,1.69e-143,drugbank_target|P55017 Solute carrier family 12 member 3 (DB00436; DB00524; DB00562; DB00808; DB00880; DB00999; DB01021; DB01324; DB01325),P55017,DB00436;DB00524;DB00562;DB00808;DB00880;DB00999;DB01021;DB01324;DB01325
drugbank_target|P55038,0,drugbank_target|P55038 Ferredoxin-dependent glutamate synthase 2 (DB03247),P55038,DB03247
drugbank_target|P55055,1.97e-47,drugbank_target|P55055 Oxysterols receptor LXR-beta (DB02325; DB11994),P55055,DB02325;DB11994
drugbank_target|P55211,1.21e-09,drugbank_target|P55211 Caspase-9 (DB00282),P55211,DB00282
drugbank_target|P55263,4e-120,drugbank_target|P55263 Adenosine kinase (DB00131),P55263,DB00131
drugbank_target|P55786,0,drugbank_target|P55786 Puromycin-sensitive aminopeptidase (DB11638),P55786,DB11638
drugbank_target|P55789,9.76e-44,drugbank_target|P55789 FAD-linked sulfhydryl oxidase ALR (DB03147),P55789,DB03147
drugbank_target|P56282,2.13e-88,drugbank_target|P56282 DNA polymerase epsilon subunit 2 (DB00242; DB12151),P56282,DB00242;DB12151
drugbank_target|P56524,2.59e-136,drugbank_target|P56524 Histone deacetylase 4 (DB00313; DB01262; DB02546; DB05015; DB06176; DB06603; DB06819; DB12645),P56524,DB00313;DB01262;DB01593;DB02546;DB05015;DB06176;DB06603;DB06819;DB12645;DB14487;DB14533;DB14548
drugbank_target|P56537,5.35e-117,drugbank_target|P56537 Eukaryotic translation initiation factor 6 (DB09130),P56537,DB09130
drugbank_target|P56556,7.54e-09,drugbank_target|P56556 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 (DB00157),P56556,DB00157
drugbank_target|P56696,1.55e-84,drugbank_target|P56696 Potassium voltage-gated channel subfamily KQT member 4 (DB00228; DB01069; DB01110),P56696,DB00228;DB01069;DB01110;DB04953
drugbank_target|P56937,4.72e-21,drugbank_target|P56937 3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (DB00157),P56937,DB00157
drugbank_target|P57059,1.5e-92,drugbank_target|P57059 Serine/threonine-protein kinase SIK1 (DB08912; DB12010),P57059,DB08912;DB12010
drugbank_target|P57078,1.51e-48,drugbank_target|P57078 Receptor-interacting serine/threonine-protein kinase 4 (DB12010),P57078,DB12010
drugbank_target|P58558,2e-10,drugbank_target|P58558 Ferredoxin--NADP reductase (DB03147),P58558,DB03147
drugbank_target|P59768,1.25e-06,drugbank_target|P59768 Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 (DB01159),P59768,DB01159
drugbank_target|P59796,4.34e-42,drugbank_target|P59796 Glutathione peroxidase 6 (DB00143; DB03310; DB09096),P59796,DB00143;DB03310;DB09096
drugbank_target|P60174,2.34e-96,drugbank_target|P60174 Triosephosphate isomerase (DB01593; DB11638; DB14487; DB14533; DB14548),P60174,DB01593;DB11638;DB14487;DB14533;DB14548
drugbank_target|P60723,1.49e-08,drugbank_target|P60723 50S ribosomal protein L4 (DB13179),P60723,DB13179
drugbank_target|P60842,0,drugbank_target|P60842 Eukaryotic initiation factor 4A-I (DB09130),P60842,DB09130
drugbank_target|P61073,4.61e-18,drugbank_target|P61073 C-X-C chemokine receptor type 4 (DB00181; DB00452; DB05501; DB06809; DB12698; DB14939),P61073,DB00181;DB00452;DB05501;DB06809;DB12698;DB14939
drugbank_target|P61421,0,drugbank_target|P61421 V-type proton ATPase subunit d 1 (DB01133),P61421,DB01133
drugbank_target|P61978,1.03e-45,drugbank_target|P61978 Heterogeneous nuclear ribonucleoprotein K (DB11638),P61978,DB11638
drugbank_target|P62136,0,drugbank_target|P62136 Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (DB12328),P62136,DB12328
drugbank_target|P62166,5.5e-53,drugbank_target|P62166 Neuronal calcium sensor 1 (DB11093; DB11348; DB14481),P62166,DB11093;DB11348;DB14481
drugbank_target|P62241,5.22e-105,drugbank_target|P62241 Small ribosomal subunit protein eS8 (DB11638),P62241,DB11638
drugbank_target|P62269,1.29e-91,drugbank_target|P62269 Small ribosomal subunit protein uS13 (DB11638),P62269,DB11638
drugbank_target|P62277,6.36e-88,drugbank_target|P62277 Small ribosomal subunit protein uS15 (DB11638),P62277,DB11638
